Latitude,Longitude,Common Name,FEATUREITEM_ID,City Feature,Address,Website,Location
47.6430148390685,-122.318346887431,Bagley Viewpoint,,Parks,2548 Delmar Dr E,http://www.seattle.gov/parks/park_detail.asp?ID=4006,"(47.6430148390685, -122.318346887431)"
47.7077147290923,-122.292028169283,Nathan Hale Playfield,,Parks,10750 30th Ave NE,http://www.seattle.gov/parks/park_detail.asp?ID=4023,"(47.7077147290923, -122.292028169283)"
47.61913845141,-122.339143311923,Denny Playfield,,Parks,,http://www.seattle.gov/parks/park_detail.asp?ID=4200,"(47.61913845141, -122.339143311923)"
47.5473683327228,-122.359946978632,Puget Ridge Playground,,Parks,21st Ave SW and Croft Pl SW,http://www.seattle.gov/parks/park_detail.asp?ID=4201,"(47.5473683327228, -122.359946978632)"
47.5902217990605,-122.287892664034,East Portal Viewpoint,,Parks,1400 Lake Washington Blvd S,http://www.seattle.gov/parks/park_detail.asp?ID=4241,"(47.5902217990605, -122.287892664034)"
47.5916324990486,-122.306962470517,Judge Charles M. Stokes Overlook,,Parks,S Judkins St and 20th Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=4244,"(47.5916324990486, -122.306962470517)"
47.589840775465,-122.303028784202,Benvenuto Viewpoint,,Parks,1401 23rd Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=4245,"(47.589840775465, -122.303028784202)"
47.601261682324,-122.320082556586,Yesler Playfield,,Parks,917 E Yesler Way,http://www.seattle.gov/parks/park_detail.asp?ID=4263,"(47.601261682324, -122.320082556586)"
47.589983069111,-122.292616071577,Mt Baker Ridge Viewpoint,,Parks,1403 31st Ave S,http://www.seattle.gov/parks/park_detail.asp?ID=4427,"(47.589983069111, -122.292616071577)"
47.6602505167596,-122.403236804742,Kiwanis Ravine Overlook,,Parks,34th Ave W and W McCord Pl,http://www.seattle.gov/parks/park_detail.asp?ID=4429,"(47.6602505167596, -122.403236804742)"
47.6320488302181,-122.390232055055,Ursula Judkins Viewpoint,,Parks,W Galer St west of the Magnolia Bridge,http://www.seattle.gov/parks/park_detail.asp?ID=4451,"(47.6320488302181, -122.390232055055)"
47.5602220495052,-122.375859155464,Rotary Viewpoint,,Parks,35th Ave SW and SW Alaska St,http://www.seattle.gov/parks/park_detail.asp?ID=4465,"(47.5602220495052, -122.375859155464)"
